id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,availability_365,number_of_reviews,last_review
3531823,Top Wohnung mit Balkon,Sendling-Westpark,48.12344,11.536,Entire home/apt,249.0,4,90,34,2021-08-28
3591390,Schöne 2 Zimmer Wohnung,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09618,11.54285,Entire home/apt,150.0,2,301,66,2024-09-30
3597406,"Main of Schwabing, for only girls",Schwabing-West,48.16415,11.57019,Private room,55.0,1,96,154,2024-12-23
3633225,Cozy appartment in Schwabing,Schwabing-West,48.16385,11.57062,Entire home/apt,198.0,2,261,129,2024-12-03
3652758,Beste Lage; Kaiserplatz Schwabing,Schwabing-West,48.16258,11.57817,Private room,109.0,1,83,26,2024-10-09
3662438,Die Wohnung ist sehr komfortabel !!,Berg am Laim,48.12901,11.61989,Private room,49.0,5,337,45,2024-09-25
3692510,Schönes Zimmer in Schwabing,Schwabing-Freimann,48.18007,11.5895,Private room,30.0,14,238,34,2023-10-31
3795594,"Beautiful, Separate Basement Apartment",Tudering-Riem,48.117095947265625,11.65618896484375,Entire home/apt,70.0,2,126,273,2024-12-11
3846735,Gemütlichkeit mitten im Zentrum,Au-Haidhausen,48.12902,11.58468,Entire home/apt,95.0,10,0,17,2022-01-21
3848277,Gemütliches Zimmer in München - Stadtmitte,Maxvorstadt,48.14936,11.55392,Private room,103.0,2,88,7,2024-11-14
3867968,Zentrales Zimmer direkt neben Englischem Garten,Schwabing-Freimann,48.15909,11.58793,Private room,80.0,1,90,6,2022-10-03
3883689,Oktoberfest in Munich centre (2-4 persons),Ludwigsvorstadt-Isarvorstadt,48.12007,11.56037,Private room,105.0,1,363,11,2023-10-01
3896054,Relaxed apartment & great view,Au-Haidhausen,48.13424,11.59381,Entire home/apt,399.0,2,365,6,2024-09-29
3896620,Beautiful room close to the City Center,Ludwigsvorstadt-Isarvorstadt,48.13476,11.56287,Private room,156.0,1,88,23,2024-09-29
3904126,Quiet room @ south Munich Infineon/Intel/Campeon,Obergiesing,48.08864,11.60896,Private room,50.0,1,60,72,2024-12-25
3926137,Schöne Altbauwohnung in bester Lage,Neuhausen-Nymphenburg,48.15955,11.54709,Entire home/apt,99.0,10,90,16,2020-11-12
3944481,Stadtmitte 15Min U-Bahn privater Balkon Kaffee&Tee,Milbertshofen-Am Hart,48.18412,11.55111,Private room,60.0,2,0,67,2022-11-18
3950867,Lovely room in Munich central,Neuhausen-Nymphenburg,48.15262,11.50971,Private room,55.0,1,190,95,2024-12-01
3950882,Schönes Zimmer in  München zentral,Neuhausen-Nymphenburg,48.1521,11.50984,Private room,75.0,2,298,60,2024-09-15
3963504,Cosy Room nearby Munich Fair,Tudering-Riem,48.12196,11.66774,Private room,299.0,2,365,0,
3966633,2-Rooms-Apartment in Munich Old Town,Ludwigsvorstadt-Isarvorstadt,48.13041,11.58089,Entire home/apt,130.0,8,4,22,2024-10-13
3969430,Private Room - Very central Home away from home,Maxvorstadt,48.14841,11.55679,Private room,75.0,2,364,155,2024-11-14
3979304,"Best location, Glockenbachviertel",Ludwigsvorstadt-Isarvorstadt,48.1284,11.57259,Entire home/apt,94.0,1,152,445,2024-12-16
3989785,"modern 2 rooms, Isartor",Ludwigsvorstadt-Isarvorstadt,48.1335,11.58079,Entire home/apt,241.0,3,246,453,2024-12-15
4012559,Two story Maisonette Appartment in 1912 Townhouse,Schwabing-Freimann,48.16938,11.58433,Entire home/apt,650.0,3,282,37,2024-06-20
4017809,Private room close to Oktoberfest!,Neuhausen-Nymphenburg,48.15451,11.53947,Private room,194.0,100,364,15,2016-09-24
4034719,Kleines Zimmer Nähe Olympiapark,Milbertshofen-Am Hart,48.18547,11.56361,Private room,36.0,5,50,464,2024-12-02
4037636,Schönes helles Zimmer,Untergiesing-Harlaching,48.10803,11.57433,Private room,78.0,2,361,58,2024-11-16
4050327,Oktoberfest Balkonzimmer am Stadtrand,Tudering-Riem,48.11182,11.70822,Private room,100.0,1,153,3,2024-09-29
4056005,B&B in 2Room flat - female guests,Obergiesing,48.1167,11.59463,Private room,85.0,2,171,5,2018-10-07
4059615,Spacious 2-Bedroom flat in Munich,Bogenhausen,48.14053,11.60164,Entire home/apt,500.0,4,167,49,2024-12-11
4072858,QUIET FLAT WITH WINDOW FACADE & BALCONY AT RIVER,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10468,11.5474,Entire home/apt,87.0,10,86,7,2023-06-30
4079368,1-Zimmer Appartement im Glockenbach,Ludwigsvorstadt-Isarvorstadt,48.12678,11.57267,Entire home/apt,85.0,3,5,24,2024-12-09
4094959,Studio Olivenbaum,Untergiesing-Harlaching,48.09684,11.57824,Entire home/apt,135.0,2,106,50,2024-10-24
4101919,Casa Jutta,Neuhausen-Nymphenburg,48.14628,11.53405,Private room,125.0,2,173,1,2023-09-24
4107454,Zentral aber doch im Grünen,Berg am Laim,48.12064,11.62947,Private room,100.0,1,365,65,2024-06-20
4108064,Only 15 minutes walk to the Oktoberfest,Sendling-Westpark,48.1224,11.53587,Entire home/apt,99.0,4,95,17,2024-10-04
4123806,"Small but lovely, close to the city and the Messe",Ramersdorf-Perlach,48.10344,11.61982,Private room,23.0,2,294,359,2024-11-21
4146957,Willkommen im Herzen Münchens,Maxvorstadt,48.14892,11.56437,Entire home/apt,149.0,2,360,20,2023-10-01
4159098,Spacious Vintage City-Apart. for 2-4 ppl,Sendling,48.11587,11.53925,Entire home/apt,141.0,1,243,246,2024-12-15
4161164,Quiet & Green Oasis; 10Mins to City+close to River,Sendling,48.11721,11.55085,Entire home/apt,78.0,2,21,128,2024-12-08
4179154,cosy munich rooftop apartment,Untergiesing-Harlaching,48.11523,11.5743,Entire home/apt,114.0,6,220,118,2024-12-19
4193194,"Big room, central for 1 - 4 persons",Laim,48.14242,11.50171,Private room,34.0,2,82,166,2024-11-09
4194989,Central flat for up to 8 persons,Laim,48.14012,11.50263,Entire home/apt,850.0,2,354,19,2024-10-07
4200374,New! Super Centrally located in hip,Au-Haidhausen,48.12809,11.59634,Private room,63.0,2,28,4,2016-04-18
4212605,Room near Oktoberfest,Sendling,48.11498,11.54103,Private room,170.0,2,83,99,2024-10-05
4232662,Nice apartment close to citycentre,Neuhausen-Nymphenburg,48.1604,11.54111,Private room,41.0,5,252,23,2024-11-01
4242429,ruhiges Zimmer im schönem Westend,Schwanthalerhöhe,48.13651,11.5302,Private room,48.0,2,75,99,2024-06-01
4336040,Sehr kleines Zimmer in Schwabing,Schwabing-West,48.1649,11.56312,Private room,27.0,2,115,299,2024-12-24
4342361,Quit Room Fair City Centre WiFi,Bogenhausen,48.1388,11.6126,Private room,59.0,2,11,72,2024-10-08
4349897,Modernes 140 qm Loft mit Terrasse,Schwabing-Freimann,48.16806,11.59582,Entire home/apt,350.0,5,148,55,2024-09-06
4404091,Großzügige private Maisonette Wohnung,Ramersdorf-Perlach,48.11375047915937,11.616589684573931,Entire home/apt,240.0,4,19,6,2024-08-18
4487609,Helle zentrale Wohnung mit Terrasse und Garten,Aubing-Lochhausen-Langwied,48.18457,11.40567,Entire home/apt,199.0,3,363,5,2024-10-06
4496669,Cosy Apartment in a Heritage Building,Schwanthalerhöhe,48.13588,11.54166,Entire home/apt,153.0,6,87,169,2024-12-11
4508056,2-room apartment with roof terrace,Milbertshofen-Am Hart,48.18082,11.56612,Entire home/apt,72.0,60,329,6,2022-03-31
4563452,2 BR-Apartment Munich Sendling-Westpark / Harras,Sendling-Westpark,48.1137,11.53343,Entire home/apt,219.0,3,86,46,2024-10-07
4563657,Munich East Apartment,Berg am Laim,48.12853,11.63143,Entire home/apt,244.0,3,110,52,2024-09-02
4569312,Beautiful Apartment Odeonsplatz Munich City Center,Maxvorstadt,48.14699,11.57617,Private room,155.0,4,89,2,2018-10-24
4570849,Kleine Wohnung mit Balkon im Zentrum,Ludwigsvorstadt-Isarvorstadt,48.12609,11.57257,Entire home/apt,135.0,1,0,47,2024-09-30
4648986,"Designer apartment, central location",Sendling,48.12396,11.54546,Entire home/apt,1000.0,1,311,42,2024-09-29
4655071,Stylish 1 - Zimmerapp. in Neuhausen,Neuhausen-Nymphenburg,48.16204,11.53735,Entire home/apt,231.0,1,281,31,2015-11-01
4700210,Appartement im grünen Münchner Süden,Sendling-Westpark,48.10766,11.52705,Entire home/apt,79.0,2,294,88,2024-12-06
4732862,Zentrum Oktoberfest Theresienwiese,Schwanthalerhöhe,48.1345,11.54267,Entire home/apt,290.0,2,165,39,2024-10-08
4750979,Altbauwohnung in Haidhausen,Au-Haidhausen,48.13098,11.60506,Entire home/apt,299.0,7,10,4,2016-10-02
4782734,Schwabing at its best,Schwabing-West,48.16531,11.5625,Entire home/apt,245.0,1,0,17,2023-08-18
4798550,DAHOAM - Cosy little Apartment,Ramersdorf-Perlach,48.10429,11.61918,Entire home/apt,96.0,3,50,235,2024-10-02
4819313,very central 65 m² apartment with 2 balconies,Maxvorstadt,48.14722,11.54434,Entire home/apt,160.0,2,37,13,2024-10-06
4822383,Cozy loft-style maisonette,Sendling-Westpark,48.10526,11.52177,Entire home/apt,98.0,14,54,6,2019-02-10
4829873,"schwabing Center cosy flat,silent,",Maxvorstadt,48.15532,11.5639,Entire home/apt,142.0,10,365,5,2024-03-02
4844604,Little Oasis in Munich,Sendling,48.11893,11.53949,Entire home/apt,149.0,2,54,4,2024-08-17
4859520,Tolles Zimmer im Herzen Münchens,Au-Haidhausen,48.12491,11.57914,Private room,79.0,1,240,35,2024-11-15
4870132,Dreamlike room in Munich,Sendling-Westpark,48.11337,11.52778,Private room,65.0,2,73,416,2024-12-16
4965532,Welcome to HaidHausen in Munich,Au-Haidhausen,48.12216,11.59223,Private room,106.0,1,180,51,2024-11-15
5128922,Zimmer i. Altbau Schwabing Bestlage,Maxvorstadt,48.15593,11.56836,Private room,78.0,4,18,30,2024-10-18
5180402,Gallery Apartment Very Centrally Located,Ludwigsvorstadt-Isarvorstadt,48.13703,11.55644,Entire home/apt,411.0,2,66,83,2024-12-10
5230320,PFF33: 1 Zimmer nahe der Theresienwiese,Sendling,48.12545,11.54063,Entire home/apt,75.0,91,145,19,2023-07-17
5281974,SUPER DEAL!  NEW studio apartment in Munich center,Ludwigsvorstadt-Isarvorstadt,48.13788,11.55219,Entire home/apt,133.0,30,358,3,2022-11-19
5313271,"Fröhliche, helle 2-Zimmer- Wohnung",Neuhausen-Nymphenburg,48.16511,11.5101,Entire home/apt,140.0,3,337,67,2024-12-24
5345807,"Quiet flat 15min to city center, in a green area!",Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07144,11.52606,Private room,99.0,1,88,0,
5361811,Wohung voll möbliert inkl Küche u Bad,Milbertshofen-Am Hart,48.181046120037486,11.573399305343628,Entire home/apt,257.0,2,88,0,
5368014,Künstlerhaus im Olympiadorf,Milbertshofen-Am Hart,48.18201,11.54996,Entire home/apt,480.0,2,240,14,2024-10-05
5492469,Light Courtyard Sleep Oasis,Ludwigsvorstadt-Isarvorstadt,48.13123,11.57934,Entire home/apt,115.0,1,343,410,2024-12-01
5577010,Munich city & Isar beach - room for longer visits,Untergiesing-Harlaching,48.11218,11.56767,Private room,36.0,14,13,6,2021-11-07
5693120,Wunderschöne Altbauwohnung in Schwabing,Schwabing-Freimann,48.15571,11.58727,Entire home/apt,195.0,7,154,2,2024-10-26
5702154,Great place to stay,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09071,11.49356,Private room,85.0,2,241,150,2024-10-20
5752342,Bed and Breakfast in the Heart of Munich,Maxvorstadt,48.14898,11.57246,Private room,50.0,1,128,372,2024-12-08
5752649,München Sendling Westpark,Sendling-Westpark,48.112999,11.51759,Private room,105.0,2,30,23,2023-10-02
5790535,beautiful loft in center of munic,Maxvorstadt,48.15495,11.56392,Entire home/apt,142.0,7,357,10,2024-05-20
5819259,modern - central - casual :-),Ludwigsvorstadt-Isarvorstadt,48.12709,11.55828,Private room,76.0,3,148,154,2024-12-02
5847159,Beautiful Room,Feldmoching-Hasenbergl,48.21512,11.55488,Private room,55.0,1,219,581,2024-12-14
5950020,Top Wohnung mitten in Haidhausen!,Au-Haidhausen,48.12953,11.59518,Entire home/apt,169.0,1,354,18,2019-12-02
5987246,the 24munich downtown apartment,Schwanthalerhöhe,48.13607,11.5454,Entire home/apt,145.0,2,288,223,2024-12-15
6031958,Big Room in French Quarter of Munich (Haidhausen),Au-Haidhausen,48.12708,11.60146,Private room,109.0,1,214,260,2024-12-02
6038383,Studio in top Lage,Schwabing-Freimann,48.16555402444521,11.588145747710264,Entire home/apt,82.0,5,48,13,2024-09-28
6039348,Cozy Room in a central location,Sendling-Westpark,48.12031,11.5315,Private room,79.0,2,79,18,2024-12-07
6131848,Exklusives Apartment mit Blick über München,Bogenhausen,48.15502847813288,11.631908274031312,Entire home/apt,74.0,182,364,0,
6132391,35 min to BAUMA. New 2 bedroom apt incl. parking,Pasing-Obermenzing,48.15045547485352,11.462590217590332,Entire home/apt,599.0,1,38,45,2024-09-28
6307328,Cozy room with backyard terrace,Sendling,48.11326,11.53678,Private room,150.0,20,363,49,2022-05-31
6329205,Zentrales und ruhiges Appartement - Ladies only,Neuhausen-Nymphenburg,48.15067,11.54165,Entire home/apt,68.0,21,24,36,2024-06-29
6347391,Schönes Zimmer mit Garten,Tudering-Riem,48.10827,11.66272,Private room,120.0,1,365,26,2024-09-01
6388798,Apartment zum Wohlfühlen,Schwabing-Freimann,48.19334,11.62768,Entire home/apt,170.0,7,131,15,2023-08-01
6401024,zentrale Oase,Sendling,48.12827,11.53914,Entire home/apt,110.0,1,296,1,2018-04-12
6583326,Cozy room 15m to Oktoberfest. Clean& quiet home,Untergiesing-Harlaching,48.10536,11.57859,Private room,59.0,1,20,37,2024-11-16
6606521,"Gemütliches Zimmer/App eigenes Bad, Stadt-Messenah",Ramersdorf-Perlach,48.10423,11.62024,Private room,35.0,2,177,267,2024-11-03
6829774,Quiet oasis in the museums area,Maxvorstadt,48.14825,11.57375,Entire home/apt,600.0,1,364,5,2022-08-25
6831472,Beautiful 2 room Apartment Central,Ludwigsvorstadt-Isarvorstadt,48.1219,11.5569,Entire home/apt,88.0,430,329,61,2019-11-30
6843791,Schöne Wohnung mit Sonnenterrasse!,Sendling-Westpark,48.11441,11.52675,Entire home/apt,160.0,30,178,32,2024-11-25
6845957,Bright room with own bathroom!,Schwabing-Freimann,48.17958,11.58938,Private room,57.0,3,64,153,2024-12-08
6919756,*** Ready-to-Live Apartment in Munich Central ***,Ludwigsvorstadt-Isarvorstadt,48.12514,11.55495,Entire home/apt,89.0,180,57,64,2021-01-03
6974519,MUNICH OKTOBERFEST:  3 rooms suitable for 6 People,Feldmoching-Hasenbergl,48.21708,11.54155,Private room,55.0,3,84,14,2019-10-02
6980106,quiet 3 room apt. city center with balcony + cat,Altstadt-Lehel,48.14177,11.58849,Entire home/apt,293.0,2,74,196,2024-10-06
6996163,Loft Wohnung in Bestlage Moosach Gesamtgröße 80m2,Moosach,48.18104,11.51237,Private room,85.0,1,270,87,2024-08-18
6996620,Ein möbliertes Zimmer in 2 Zimmer-W,Moosach,48.17659,11.5253,Private room,1000.0,60,365,0,
7106457,Ruhig am Park mit eigenem Bad,Sendling-Westpark,48.120541,11.51455,Private room,70.0,2,273,249,2024-12-04
7208004,Ruhiges Balkon Zimmer in Haidhausen,Au-Haidhausen,48.12805,11.59637,Private room,73.0,2,301,3,2016-06-07
7210026,Absolute Bestlage in München Nymphenburg,Neuhausen-Nymphenburg,48.16062,11.50868,Entire home/apt,199.0,2,350,152,2024-12-11
7279339,Room for two in the city/near metro,Moosach,48.17907,11.49534,Private room,114.0,1,0,19,2024-09-29
7295242,A Fabulous Flat in Munich-Giesing,Obergiesing,48.11819,11.59286,Entire home/apt,160.0,1,2,29,2023-06-29
7395784,"Munich City East - Garden, EV charging, 2 showers",Bogenhausen,48.17048,11.62647,Entire home/apt,225.0,7,0,1,2015-08-16
7426992,"Zimmer, gegenüber der Messe, eigenes Bad",Tudering-Riem,48.13488,11.68769,Private room,45.0,1,0,43,2021-10-13
7453153,Helles Zimmer im schönen Schwabing,Schwabing-West,48.15924,11.56178,Private room,71.0,2,57,102,2024-12-04
7521709,Charmantes Zimmer München-NeuPerlach,Ramersdorf-Perlach,48.08276,11.64347,Private room,50.0,1,210,191,2024-12-01
7525333,Private room in center of Munich,Ludwigsvorstadt-Isarvorstadt,48.12947,11.57842,Private room,107.0,1,88,46,2024-12-07
7555347,Room for nice guests in the center,Ludwigsvorstadt-Isarvorstadt,48.12678,11.55932,Private room,190.0,1,364,382,2023-10-01
7644020,Top floor on river - Baldeplatz,Ludwigsvorstadt-Isarvorstadt,48.12355,11.5659,Private room,200.0,4,365,9,2015-12-22
7754338,Luxurious flat in Munich,Maxvorstadt,48.15366,11.56012,Entire home/apt,300.0,2,265,0,
7759715,"Heart of munich, Rooftop Design Loft, Gärtnerplatz",Ludwigsvorstadt-Isarvorstadt,48.13006,11.58029,Entire home/apt,355.0,3,187,88,2024-12-13
7797671,"2,5-Zimmer Wohnung Nähe Oktoberfest/Olym.stadion",Maxvorstadt,48.14932,11.55581,Entire home/apt,300.0,2,1,27,2024-10-07
7806077,2-Zimmer-Wohnung mit Wohnküche,Sendling-Westpark,48.10897,11.51072,Entire home/apt,59.0,30,327,8,2021-03-01
7823139,Cozy room in central Munich,Ludwigsvorstadt-Isarvorstadt,48.12778,11.57172,Entire home/apt,150.0,2,164,89,2024-12-01
7856103,Cozy flat in the center of Munich,Au-Haidhausen,48.127,11.59049,Entire home/apt,93.0,3,43,29,2020-08-30
7959730,Cozy Sunny City Flat - Munich,Untergiesing-Harlaching,48.10837415341939,11.577484593835736,Entire home/apt,65.0,3,242,368,2024-11-11
8005531,Reihenhaus mit Charme,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09656,11.49428,Private room,26.0,15,172,18,2024-04-12
8031162,"Helle, liebevoll renovierte Altbauwohnung",Schwanthalerhöhe,48.13701,11.53014,Entire home/apt,180.0,14,173,2,2019-05-16
8047348,Stylish Apartment Munich,Sendling-Westpark,48.12076,11.53003,Private room,76.0,1,76,27,2024-09-25
8048461,Oktoberfest Munich Group Stay,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10389,11.54346,Shared room,89.0,3,20,24,2024-10-08
8049887,Room in the Heart of Münich 500m from Marienplatz,Altstadt-Lehel,48.13466,11.58079,Private room,100.0,4,241,2,2024-08-04
8061549,CENTRAL & CLASSY in Munich!,Schwabing-West,48.16178,11.56914,Entire home/apt,100.0,30,346,24,2024-05-30
8062325,Small 1 room apartment at Hofgarten.,Maxvorstadt,48.14427,11.58303,Entire home/apt,100.0,2,247,571,2024-12-10
8109625,"Room in cosy townhouse, 12 min to center & fairs",Berg am Laim,48.12088,11.63044,Private room,79.0,2,180,126,2024-10-11
8129747,"Modern, Large, good located, sleep4",Feldmoching-Hasenbergl,48.19654,11.52384,Entire home/apt,105.0,2,323,486,2024-12-21
8188614,Ruhiges Zimmer in Schwabing,Schwabing-West,48.16965,11.57838,Private room,51.0,2,177,20,2022-09-18
8205953,Schicke und ruhige Wohnung,Neuhausen-Nymphenburg,48.15481,11.53994,Entire home/apt,180.0,3,83,12,2024-10-07
8248905,Wohnung in Schwabing,Schwabing-West,48.16687,11.57247,Entire home/apt,85.0,2,281,58,2024-12-08
8264691,Single room near Gärtnerplatz,Ludwigsvorstadt-Isarvorstadt,48.13028,11.57303,Private room,60.0,3,44,915,2024-12-15
8280319,Gemütliche Wohnung in ruhiger Lage mit 2 Balkonen,Laim,48.13482665338673,11.519580946530343,Entire home/apt,250.0,2,266,8,2024-10-04
8281405,"Cosy flat in a green, quiet neighbourhood",Pasing-Obermenzing,48.143,11.44559,Entire home/apt,75.0,3,39,141,2024-11-16
8288088,Oktoberfest apartment,Ludwigsvorstadt-Isarvorstadt,48.1304,11.55953,Private room,170.0,2,365,0,
8297123,Design-App-Zentrum-Gärtnerplatz,Ludwigsvorstadt-Isarvorstadt,48.12842,11.56764,Entire home/apt,66.0,30,15,22,2020-02-29
8297124,Central New Balkony/ Isar Studio,Au-Haidhausen,48.12283,11.58034,Entire home/apt,120.0,3,0,16,2024-11-11
8297586,"Schöne Wohnung,  200m bei der Uni",Maxvorstadt,48.15379,11.57838,Entire home/apt,150.0,6,223,56,2024-12-01
8298440,1 Spacious Room+own bathroom in shared luxury flat,Schwabing-West,48.15879,11.57524,Private room,135.0,2,89,94,2024-11-14
8314508,Cozy room in a historic quarter of munich,Obergiesing,48.116898,11.579907,Private room,64.0,2,121,248,2024-12-08
8346450,"Excellent area of Munich, Schwabing! Leopoldstr.",Schwabing-Freimann,48.16577,11.58595,Private room,80.0,1,362,147,2024-12-08
8347442,City Center 15min & Fully equipped,Untergiesing-Harlaching,48.10717,11.57462,Entire home/apt,69.0,180,362,20,2019-02-20
8351538,Cozy Souterrain Apartment in München-Oberförhing,Bogenhausen,48.17298,11.6359,Entire home/apt,65.0,1,311,286,2024-12-18
8352416,Quiet and cozy 2-room apartment,Bogenhausen,48.14117777878864,11.621037754938992,Entire home/apt,147.0,1,103,13,2024-11-27
8394317,Pretty House+Garden/Tram to OktFest,Hadern,48.12617,11.48787,Entire home/apt,223.0,3,32,10,2024-12-14
8405825,Doppelzimmer in DHH,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08452,11.50784,Private room,80.0,1,342,27,2024-08-10
8416845,"Cosy room, 2 comfortable single beds in MunichWest",Pasing-Obermenzing,48.16007,11.44311,Private room,41.0,1,0,132,2019-10-12
8424504,Privates ruhiges Doppelzimmer,Ramersdorf-Perlach,48.08418,11.66235,Private room,66.0,2,118,26,2024-10-05
8433934,"shared appartment,3room,kitchenbath",Schwanthalerhöhe,48.13239,11.53453,Private room,150.0,1,365,0,
8434936,Spacious apartment and all yours!,Maxvorstadt,48.15674,11.56405,Entire home/apt,189.0,3,222,53,2024-12-24
8463207,3 room city flat @Glockenbach,Au-Haidhausen,48.12585,11.57751,Entire home/apt,243.0,3,0,22,2023-12-01
8497593,Gemütliches Zimmer mit schönem Bad,Hadern,48.10985,11.48408,Private room,69.0,2,78,130,2024-12-23
8527166,TOP Apartment in heart of Munich,Altstadt-Lehel,48.1371,11.56979,Entire home/apt,190.0,2,329,6,2016-09-20
